1,1,1.40349e-07,0.000390762
0.694061,0.830629,9.7411e-08,0.000324578
0.625944,0.770295,8.78508e-08,0.000301002
0.553431,0.723973,7.76737e-08,0.000282901
0.542069,0.71799,7.6079e-08,0.000280563
0.551021,0.725872,7.73354e-08,0.000283643
0.58461,0.747283,8.20496e-08,0.00029201
0.672621,0.793149,9.44019e-08,0.000309932
0.576519,0.746799,8.09141e-08,0.000291821
0.644729,0.793068,9.04872e-08,0.000309901
0.786366,0.909247,1.10366e-07,0.000355299
0.736858,0.879807,1.03418e-07,0.000343795
0.639069,0.818419,8.96929e-08,0.000319807
0.584123,0.767795,8.19813e-08,0.000300025
0.562213,0.705346,7.89062e-08,0.000275622
0.55864,0.702886,7.84048e-08,0.000274661
0.536262,0.714634,7.52641e-08,0.000279252
0.547349,0.721365,7.68201e-08,0.000281882
0.557344,0.724717,7.82229e-08,0.000283192
0.477865,0.705102,6.70681e-08,0.000275527
0.465777,0.697421,6.53716e-08,0.000272525
0.491516,0.712739,6.8984e-08,0.000278511
0.509731,0.72034,7.15404e-08,0.000281481
0.465928,0.697544,6.53928e-08,0.000272574
0.466333,0.697871,6.54495e-08,0.000272702
0.561753,0.770399,7.88417e-08,0.000301042
0.723727,0.871265,1.01575e-07,0.000340457
1.02208,1.01415,1.43448e-07,0.00039629
0.520352,0.714987,7.30311e-08,0.00027939
0.29865,0.533402,4.19153e-08,0.000208433
0.300778,0.535677,4.22141e-08,0.000209322
0.311608,0.546966,4.3734e-08,0.000213733
0.295542,0.530138,4.14792e-08,0.000207158
0.296812,0.531468,4.16574e-08,0.000207678
0.294613,0.529162,4.13488e-08,0.000206776
0.293961,0.528476,4.12572e-08,0.000206508
0.293978,0.528495,4.12596e-08,0.000206516
0.293978,0.528495,4.12596e-08,0.000206516
0.293961,0.528476,4.12573e-08,0.000206508
0.294418,0.528983,4.13214e-08,0.000206706
0.273626,0.504473,3.84033e-08,0.000197129
0.33669,0.57654,4.72542e-08,0.00022529
0.430142,0.67263,6.03702e-08,0.000262838
0.329128,0.570368,4.61929e-08,0.000222878
0.278823,0.508399,3.91326e-08,0.000198663
0.280399,0.512709,3.93538e-08,0.000200347
0.305711,0.535974,4.29064e-08,0.000209438
0.336207,0.560127,4.71864e-08,0.000218876
0.299688,0.535214,4.20611e-08,0.000209141
0.350422,0.583872,4.91815e-08,0.000228155
0.398776,0.653313,5.5968e-08,0.00025529
0.372054,0.63027,5.22175e-08,0.000246286
0.31907,0.581818,4.47813e-08,0.000227352
0.293713,0.543864,4.12225e-08,0.000212521
0.278934,0.50803,3.91482e-08,0.000198519
0.284974,0.511566,3.9996e-08,0.0001999
0.293908,0.515077,4.12497e-08,0.000201272
0.282023,0.511566,3.95817e-08,0.0001999
0.291265,0.518619,4.08789e-08,0.000202656
0.303564,0.525623,4.2605e-08,0.000205393
0.273734,0.50459,3.84185e-08,0.000197174
0.274076,0.504933,3.84664e-08,0.000197308
0.295087,0.52481,4.14153e-08,0.000205076
0.361957,0.588732,5.08004e-08,0.000230054
0.482358,0.683799,6.76986e-08,0.000267203
0.306811,0.537454,4.30607e-08,0.000210017
0.432484,0.665733,6.06988e-08,0.000260143
0.276507,0.507601,3.88076e-08,0.000198351
0.278488,0.509793,3.90856e-08,0.000199208
0.288496,0.520581,4.04902e-08,0.000203423
0.276266,0.50733,3.87737e-08,0.000198245
0.275072,0.506041,3.86062e-08,0.000197742
0.274212,0.505109,3.84854e-08,0.000197378
0.273625,0.504473,3.84031e-08,0.000197129
0.273625,0.504473,3.84031e-08,0.000197129
0.273626,0.504473,3.84033e-08,0.000197129
0.274032,0.504939,3.84602e-08,0.000197311
0.33669,0.57654,4.72542e-08,0.00022529
0.430114,0.672605,6.03663e-08,0.000262828
0.32913,0.570369,4.61932e-08,0.000222878
0.278822,0.508399,3.91324e-08,0.000198663
0.280399,0.512709,3.93538e-08,0.000200347
0.30571,0.535974,4.29062e-08,0.000209438
0.336206,0.560127,4.71864e-08,0.000218876
0.299688,0.535214,4.20611e-08,0.000209141
0.350423,0.583871,4.91817e-08,0.000228155
0.398773,0.653312,5.59675e-08,0.00025529
0.372056,0.63027,5.22178e-08,0.000246286
0.319089,0.581839,4.4784e-08,0.00022736
0.293713,0.543864,4.12225e-08,0.000212521
0.278917,0.50801,3.91458e-08,0.000198511
0.284956,0.511545,3.99933e-08,0.000199892
0.293928,0.515099,4.12527e-08,0.000201281
0.282021,0.511566,3.95815e-08,0.0001999
0.291244,0.518596,4.08759e-08,0.000202647
0.30354,0.525597,4.26017e-08,0.000205383
0.273734,0.50459,3.84185e-08,0.000197174
0.274078,0.504933,3.84667e-08,0.000197308
0.295087,0.52481,4.14153e-08,0.000205076
0.361955,0.588732,5.08001e-08,0.000230054
0.482358,0.683799,6.76987e-08,0.000267203
0.306811,0.537454,4.30607e-08,0.000210016
0.432485,0.665733,6.06991e-08,0.000260143
0.276508,0.507602,3.88077e-08,0.000198351
0.278486,0.509793,3.90854e-08,0.000199208
0.288512,0.5206,4.04925e-08,0.000203431
0.27625,0.507311,3.87715e-08,0.000198238
0.275072,0.506041,3.86062e-08,0.000197741
0.274212,0.505109,3.84854e-08,0.000197378
